ID	Sample5_RIBO	Sample10_RIBO	Sample15_RIBO	Sample20_RIBO	Sample1_RIBO	Sample6_RIBO	Sample11_RIBO	Sample16_RIBO	Sample5_RNA	Sample10_RNA	Sample15_RNA	Sample20_RNA	Sample1_RNA	Sample6_RNA	Sample11_RNA	Sample16_RNA
LOC101928193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987142	0	0	0	1	1	0	0	0	0	3	1	4	1	3	9	1
LOC101928722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C9orf163	0	0	0	0	0	0	0	0	5	1	4	2	1	2	0	3
PRR31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf139	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0
LOC101930307	0	0	0	0	0	0	0	0	155	191	152	141	125	152	181	151
FAM157B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376339	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0
LOC105376341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC107983989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927824	0	0	0	0	0	0	0	0	1	3	4	1	1	5	3	1
LOC105376353	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	2
LOC107984203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCLRE1CP1	0	0	0	0	1	2	0	1	4	5	0	0	1	3	1	0
C10orf111	1	0	0	1	0	0	0	0	7	15	7	4	10	5	11	5
LOC100505502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376488	0	0	0	1	0	0	0	0	6	5	11	6	4	3	7	11
LOC107984189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf25	0	9	13	8	7	3	0	3	9	5	15	10	7	9	17	6
FAM25E	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0
LOC105378577	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
LOC107984026	0	0	0	0	0	0	0	0	12	2	10	6	14	6	1	2
LOC107984236	0	0	1	1	0	0	0	0	2	4	4	5	6	1	9	5
AGAP11	0	0	1	0	0	0	0	0	26	31	19	9	21	11	21	17
C10orf131	2	0	0	1	1	1	0	0	4	9	6	5	4	8	8	6
LOC644215	3	9	10	8	9	5	0	1	4	10	4	5	7	6	5	8
LOC107984264	0	0	0	0	0	0	0	0	1	5	1	1	1	3	2	4
LOC107984265	0	0	0	0	0	0	0	0	2	2	0	1	5	1	2	0
LOC105378479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC729800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984159	0	0	0	0	0	0	0	0	5	3	0	3	2	3	2	2
C10orf91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984282	0	0	0	0	0	0	0	0	2	1	5	0	1	2	1	1
LOC101059906	0	0	0	0	0	0	0	0	17	16	11	11	14	9	11	7
LOC101927503	0	0	0	0	0	0	0	0	3	7	5	0	0	0	5	0
MUC2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101927562	0	0	0	0	0	0	0	0	61	60	43	36	55	78	56	41
HOTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987158	0	0	0	0	0	0	0	0	3	1	2	1	0	0	2	2
LOC105376525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984314	0	5	8	3	3	0	0	3	17	37	25	6	18	16	20	13
LOC102724957	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
DCDC5	0	3	2	1	0	0	0	2	4	10	15	23	0	4	5	2
LOC107984351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060179	0	0	0	0	0	0	0	0	30	46	47	22	53	49	75	37
LOC105376666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927789	9	14	20	13	13	10	5	15	62	120	85	95	95	117	129	154
LOC107984341	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984355	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
LOC100287896	15	12	15	14	17	5	5	6	146	176	178	115	90	114	152	76
LOC107987163	0	0	0	0	0	0	0	0	5	10	9	6	6	4	5	5
FOLH1B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105369176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COLCA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984399	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC105369535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC403312	0	0	1	2	2	0	1	0	0	0	0	2	0	1	1	0
LOC338667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369591	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0
C11orf44	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC107984507	0	0	0	1	0	0	0	0	1	0	2	4	0	1	0	2
LOC728715	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105376678	0	0	0	0	0	0	0	0	1	1	0	0	1	3	1	0
LOC105369728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRH1-TAS2R14	5	5	12	0	7	5	0	3	75	141	108	99	94	117	118	109
LOC100506248	8	10	0	1	4	8	0	0	1	0	0	1	0	1	1	3
LOC105369669	0	0	0	0	0	0	0	1	12	20	12	13	11	9	35	25
C12orf77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC645177	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	5
MUC19	0	0	0	0	0	0	0	1	6	18	15	17	16	10	13	12
C12orf80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984512	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC107987175	0	0	0	0	1	1	0	2	1	8	5	2	3	3	6	4
LOC105369972	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
LOC107984534	0	0	0	0	0	0	0	0	9	8	6	10	13	10	13	6
LOC105369869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370045	4	1	8	0	2	3	2	0	23	10	37	5	19	2	24	6
LOC105370059	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0
LOC107984465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984449	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
LOC101929984	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC100996701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MUC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996573	0	0	0	0	0	0	0	0	2	4	4	3	13	7	5	5
LOC101928764	2	3	5	2	1	1	0	0	6	11	10	5	7	8	1	10
LOC105370295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETDB2-PHF11	145	285	474	254	270	357	147	225	683	1082	1005	896	1012	1252	1512	1198
LOC107984562	6	1	10	4	6	8	2	9	49	24	10	24	49	29	38	37
LOC101927016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A2-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376684	0	2	2	1	1	0	0	0	6	7	7	4	2	7	3	1
LOC105370362	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC107983958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP11AUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724474	2	2	1	2	1	4	0	3	5	4	9	3	7	4	8	5
LOC105370378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928841	0	1	0	0	0	0	1	0	11	19	13	8	12	10	26	11
LOC105377805	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
LINC00452	0	1	0	3	4	0	3	1	12	2	4	8	14	1	13	4
LOC101929355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370705	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
DHRS4L1	1	0	0	2	0	0	0	0	2	0	1	3	0	0	0	1
LOC105378189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370706	0	0	0	0	0	0	0	0	1	0	1	0	3	0	1	1
LOC107984638	1	3	0	2	0	0	0	1	30	38	51	25	20	27	38	16
LOC105370579	0	0	0	1	0	0	0	0	2	1	3	1	0	6	3	2
LOC105370641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370687	0	1	2	5	0	0	0	0	13	7	6	9	10	11	6	5
LOC107984648	0	0	1	0	0	0	0	0	72	85	118	38	36	37	57	41
LOC105370691	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	4
LOC105370708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107983983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC645202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100132202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERC2P11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC107984752	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
LOC101060569	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
LOC100996413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927579	0	0	0	0	0	0	0	1	4	7	1	3	0	4	5	5
LOC107984025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LOC101930434	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
LOC283710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100653133	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
C15orf56	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
LOC105376714	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
LOC107983981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984745	0	0	2	1	2	0	0	1	3	2	11	0	4	3	5	5
LOC101928635	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1
LOC105370849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC732265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723750	0	0	0	0	0	0	0	0	3	2	4	3	5	4	2	1
LOC105376731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984799	0	2	0	1	5	2	0	5	6	9	12	8	9	10	15	10
LOC440292	0	0	0	9	0	0	0	5	0	0	0	26	0	0	0	23
LOC105376722	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
LOC102724135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369201	0	0	0	0	0	0	0	0	0	3	1	0	5	8	4	0
LOC107984751	0	1	0	0	0	0	0	0	10	39	10	8	14	36	5	12
LOC100128108	0	0	0	0	0	1	0	0	10	11	9	14	8	16	17	12
LOC107987377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987233	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107984876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371047	0	0	0	0	0	0	0	0	1	2	3	9	0	0	1	5
PRSS41	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105371063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100652777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376752	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
LOC107984851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984832	0	0	0	0	0	0	0	0	1	1	2	0	3	0	3	2
LOC107984833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987231	74	116	160	78	74	131	16	57	212	174	227	181	170	151	199	234
LOC107983970	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC730183	1	0	0	0	0	0	0	0	17	9	14	8	11	9	14	17
LOC102725101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC390714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf97	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC643802	0	0	0	0	1	0	0	0	0	23	0	26	0	11	1	13
CRNDE	8	26	23	7	7	25	8	4	205	431	293	89	133	253	380	96
LOC388282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984820	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0
LOC105369155	4	9	6	2	5	2	2	3	13	9	20	18	18	17	22	15
LOC107984813	0	0	0	0	0	0	0	0	4	5	0	3	3	3	2	3
LOC107984138	0	0	0	0	0	4	0	0	147	223	162	90	94	135	170	44
LOC102723796	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
LOC107984814	0	7	2	5	2	3	1	2	9	7	0	2	7	6	9	2
C16orf47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC105371371	0	0	1	0	0	0	0	0	4	2	0	4	2	1	3	4
LOC105376777	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0
LOC107987237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984862	0	0	0	0	0	0	0	0	3	6	8	3	4	10	7	9
LOC107987238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100287036	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
LOC107984817	0	0	0	0	0	0	0	0	3	1	1	1	0	1	1	0
LOC105371419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984987	0	0	0	0	0	0	0	0	2	1	3	3	1	1	0	0
LOC105371591	0	0	0	0	0	0	0	1	3	0	1	0	4	2	7	2
CCDC92B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984973	0	0	0	0	0	0	1	0	5	1	3	3	7	0	12	12
LOC728392	878	2015	1610	543	922	1830	371	278	1641	4073	2129	926	1520	2538	2038	482
FAM106CP	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
TBC1D27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC102724624	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC79999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC388436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM106B	0	0	0	0	0	0	0	0	3	4	5	7	0	1	0	3
LOC100996792	0	4	3	0	0	1	2	0	0	7	8	2	0	13	20	0
LOC105371930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984974	5	2	6	0	8	1	1	2	17	24	27	7	42	38	45	24
LOC105371727	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
LOC107985082	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
LOC107987247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371932	0	3	5	3	0	1	1	1	10	11	21	7	12	11	14	9
LOC105371933	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	2
TBC1D3J	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101929950	0	0	0	1	0	0	0	0	2	1	1	2	2	0	1	3
LOC105371763	0	0	1	1	1	0	0	1	6	3	4	0	5	2	4	2
LOC101929578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987243	0	0	0	0	0	0	0	0	2	0	0	2	0	4	2	1
LOC107987254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ45513	0	0	0	0	0	0	0	0	8	6	4	2	2	3	4	4
C17orf112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf82	0	0	0	1	0	0	0	0	1	1	1	2	1	0	1	1
LOC107987248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100134391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985021	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0
LOC105371921	0	0	0	1	1	0	0	0	4	2	0	0	1	0	1	3
LOC107985022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100130370	0	0	0	0	0	0	0	0	5	2	3	0	3	5	1	1
LOC105376791	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
LOC105371944	0	0	0	0	0	0	0	0	2	2	1	1	0	2	2	2
TYMSOS	8	4	4	3	1	1	3	0	3	9	9	4	6	7	5	3
LOC105372022	0	0	0	1	1	0	0	0	1	2	0	0	0	0	1	0
C18orf12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100505549	0	1	3	2	1	2	0	1	5	21	6	13	2	14	8	3
LOC101927322	2	5	7	1	1	3	3	1	3	8	3	6	4	4	13	5
GTSCR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C18orf65	2	7	8	7	5	5	4	17	5	7	3	2	7	6	4	8
LOC100996274	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
LOC107985149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105376875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929060	0	0	0	0	0	0	0	0	2	5	6	1	3	1	0	6
LOC102725180	0	0	0	0	0	0	0	0	3	0	0	3	1	6	7	4
LOC101929097	0	1	0	0	0	0	0	0	10	9	9	9	21	15	17	29
DPP9-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985320	0	0	0	0	0	0	0	0	5	2	1	1	0	1	0	1
LOC390877	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC729458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985283	0	0	0	0	0	0	0	0	0	0	2	3	1	1	0	1
LOC107983991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372269	0	0	0	0	0	0	0	0	7	8	1	2	4	0	1	2
LOC100505555	2	0	1	2	2	1	0	2	19	20	23	15	19	13	12	12
LOC107984139	0	0	0	0	0	0	0	0	9	10	5	8	3	3	2	2
LINC01835	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105372315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372319	0	0	0	0	0	0	0	0	9	5	6	7	2	3	2	3
LOC105376917	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0
LOC105376906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927572	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
LOC728485	3	21	9	5	4	6	1	1	16	32	28	25	25	29	20	30
LOC105372412	0	0	0	0	0	0	0	0	1	0	1	0	4	1	0	0
LOC107987269	4	7	6	11	12	7	5	8	16	18	30	12	29	18	24	25
LOC100287477	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1
LOC100129083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107983997	29	61	72	41	34	40	15	24	60	98	96	66	108	87	142	102
LOC107985332	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
LOC107983998	1	3	7	0	5	6	1	2	167	152	113	87	87	102	123	75
LOC105372474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929937	0	0	1	1	0	0	0	1	4	7	6	5	4	3	2	2
LOC107984104	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
LOC388780	0	0	0	1	0	0	0	0	4	0	1	1	1	0	1	0
LOC107985384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C20orf78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987276	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	2
LOC105372585	0	1	0	1	0	0	0	0	0	2	0	0	0	2	5	0
LOC107985433	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
LOC107985416	0	0	1	0	1	0	0	0	1	1	2	3	2	2	1	3
C20orf203	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
LOC105372714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC100128988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC107985388	0	1	0	0	1	1	0	0	11	9	12	6	6	6	15	8
LINC01272	0	0	1	0	0	0	1	0	0	0	2	0	3	0	2	0
LOC107985410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C20orf197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372704	0	0	0	0	0	0	0	0	5	9	8	4	12	10	10	4
LOC105369209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1-1HG	0	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0
LOC107987285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPH3P1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107985425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724219	2	14	2	4	2	6	1	3	3	2	0	1	0	3	0	0
CH507-42P11.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
